id,xmax,ymax,zmax,xmin,ymin,zmin,length,height,width,area,space,wall,door,window
686335,-4.8403,1.6654,11.6937,-5.0586,1.036,11.3797,0.0,1.0,1.0,1.0,0,0,0,1
726627,-4.8403,1.6664,2.4887,-5.0586,1.037,2.1747,0.0,1.0,1.0,1.0,0,0,0,1
726866,-4.8403,1.6664,3.4092,-5.0586,1.037,3.0952,0.0,1.0,1.0,1.0,0,0,0,1
727105,-4.8403,1.6664,4.329700000000001,-5.0586,1.037,4.0157,0.0,1.0,1.0,1.0,0,0,0,1
727344,-4.8403,1.6664,5.2502,-5.0586,1.037,4.9362,0.0,1.0,1.0,1.0,0,0,0,1
727583,-4.8403,1.6664,6.170700000000001,-5.0586,1.037,5.8567,0.0,1.0,1.0,1.0,0,0,0,1
727822,-4.8403,1.6664,7.091200000000001,-5.0586,1.037,6.777200000000001,0.0,1.0,1.0,1.0,0,0,0,1
728061,-4.8403,1.6664,8.0117,-5.0586,1.037,7.6977,0.0,1.0,1.0,1.0,0,0,0,1
728300,-4.8403,1.6664,8.9322,-5.0586,1.037,8.6182,0.0,1.0,1.0,1.0,0,0,0,1
728539,-4.8403,1.6664,9.8527,-5.0586,1.037,9.5387,0.0,1.0,1.0,1.0,0,0,0,1
728778,-4.8403,1.6664,10.7732,-5.0586,1.037,10.4592,0.0,1.0,1.0,1.0,0,0,0,1
1392126,-4.8403,1.6654,0.6476999999999999,-5.0586,1.036,0.3338,0.0,1.0,1.0,1.0,0,0,0,1
1584530,-4.505,1.8462,0.7345999999999999,-4.541600000000001,1.7284000000000002,0.698,0.0,1.5,1.0,1.5,0,0,0,1
1584531,-4.0173000000000005,1.8462,0.7498,-4.0844000000000005,1.7284000000000002,0.6828000000000001,0.0,1.5,1.0,1.5,0,0,0,1
1584532,-3.8345,1.8462,0.7498,-3.9015,1.7284000000000002,0.6828000000000001,0.0,1.5,1.0,1.5,0,0,0,1
1584533,-4.1850000000000005,1.8462,0.7345999999999999,-4.2216000000000005,1.7284000000000002,0.698,0.0,1.5,1.0,1.5,0,0,0,1
1584551,-4.8338,1.1519,0.7345999999999999,-4.9927,1.1153,0.698,0.0,1.5,1.0,1.5,0,0,0,1
1586240,-4.505,1.8462,2.5756,-4.541600000000001,1.7284000000000002,2.539,0.0,1.5,1.0,1.5,0,0,0,1
